TUBE.ID,PLOT.ID,MONTH,TREATMENT,TOT.COTTON.LOSS,DAMAGE.SCORE
PSU-SGL176-P2-B8,P2,APRIL,2D,4.34,3
PSU-SGL176-P2-B9,P2,APRIL,2D,4.31,1
PSU-SGL176-P2-B10,P2,APRIL,2D,1.28,2
PSU-SGL176-P2-B11,P2,APRIL,2D,0.63,2
PSU-SGL176-P2-B12,P2,APRIL,2D,4.08,2
PSU-SGL176-P3-A1,P3,APRIL,6D,0.05,1
PSU-SGL176-P3-A2,P3,APRIL,6D,0.02,1
PSU-SGL176-P3-A3,P3,APRIL,6D,0.12,1
PSU-SGL176-P3-A4,P3,APRIL,6D,0.09,1
PSU-SGL176-P3-A5,P3,APRIL,6D,0.06,1
PSU-SGL176-P3-A6,P3,APRIL,6D,0.08,1
PSU-SGL176-P3-A7,P3,APRIL,6D,0.06,1
PSU-SGL176-P3-A8,P3,APRIL,6D,0.11,1
PSU-SGL176-P3-A9,P3,APRIL,6D,0.16,1
PSU-SGL176-P3-A10,P3,APRIL,6D,4.4,
PSU-SGL176-P3-A11,P3,APRIL,6D,-0.19,1
PSU-SGL176-P3-A12,P3,APRIL,6D,0.16,1
PSU-SGL176-P3-B1,P3,APRIL,6D,0.02,1
PSU-SGL176-P3-B2,P3,APRIL,6D,0.18,1
PSU-SGL176-P3-B3,P3,APRIL,6D,-0.04,1
PSU-SGL176-P3-B4,P3,APRIL,6D,0.04,1
PSU-SGL176-P3-B5,P3,APRIL,6D,2.27,1
PSU-SGL176-P3-B6,P3,APRIL,6D,-0.01,1
PSU-SGL176-P3-B7,P3,APRIL,6D,0.08,1
PSU-SGL176-P3-B8,P3,APRIL,6D,0,1
PSU-SGL176-P3-B9,P3,APRIL,6D,0.09,1
PSU-SGL176-P3-B10,P3,APRIL,6D,0.12,1
PSU-SGL176-P3-B11,P3,APRIL,6D,1.04,1
PSU-SGL176-P3-B12,P3,APRIL,6D,0.1,1
PSU-SGL176-P5-A1,P5,APRIL,2D,2.07,2
PSU-SGL176-P5-A2,P5,APRIL,2D,4.39,4
PSU-SGL176-P5-A3,P5,APRIL,2D,4.53,5
PSU-SGL176-P5-A4,P5,APRIL,2D,4.56,
PSU-SGL176-P5-A5,P5,APRIL,2D,4.39,4
PSU-SGL176-P5-A6,P5,APRIL,2D,3.33,2
PSU-SGL176-P5-A7,P5,APRIL,2D,4.42,4
PSU-SGL176-P5-A8,P5,APRIL,2D,4.31,1
PSU-SGL176-P5-A9,P5,APRIL,2D,4.42,
PSU-SGL176-P5-A10,P5,APRIL,2D,3.47,4
PSU-SGL176-P5-A11,P5,APRIL,2D,4.36,3
PSU-SGL176-P5-A12,P5,APRIL,2D,1.92,5
PSU-SGL176-P5-B1,P5,APRIL,2D,4.34,2
PSU-SGL176-P5-B2,P5,APRIL,2D,4.43,
PSU-SGL176-P5-B3,P5,APRIL,2D,4.36,
PSU-SGL176-P5-B4,P5,APRIL,2D,4.32,2
PSU-SGL176-P5-B5,P5,APRIL,2D,1.29,3
PSU-SGL176-P5-B6,P5,APRIL,2D,4.36,3
PSU-SGL176-P5-B7,P5,APRIL,2D,1.68,4
PSU-SGL176-P5-B8,P5,APRIL,2D,1.61,2
PSU-SGL176-P5-B9,P5,APRIL,2D,4.4,2
PSU-SGL176-P5-B10,P5,APRIL,2D,0.98,3
PSU-SGL176-P5-B11,P5,APRIL,2D,4.41,2
PSU-SGL176-P5-B12,P5,APRIL,2D,1.15,3
PSU-SGL176-P6-A1,P6,APRIL,6D,0.08,1
PSU-SGL176-P6-A2,P6,APRIL,6D,0.07,1
PSU-SGL176-P6-A3,P6,APRIL,6D,0.07,1
PSU-SGL176-P6-A4,P6,APRIL,6D,0.07,1
PSU-SGL176-P6-A5,P6,APRIL,6D,0.09,1
PSU-SGL176-P6-A6,P6,APRIL,6D,0.02,1
PSU-SGL176-P6-A7,P6,APRIL,6D,0.05,1
PSU-SGL176-P6-A8,P6,APRIL,6D,0.1,1
PSU-SGL176-P6-A9,P6,APRIL,6D,0.08,1
PSU-SGL176-P6-A10,P6,APRIL,6D,0.46,1
PSU-SGL176-P6-A11,P6,APRIL,6D,0.38,1
PSU-SGL176-P6-A12,P6,APRIL,6D,2.36,1
PSU-SGL176-P6-B1,P6,APRIL,6D,0.08,2
PSU-SGL176-P6-B2,P6,APRIL,6D,0.12,1
PSU-SGL176-P6-B3,P6,APRIL,6D,0.07,1
PSU-SGL176-P6-B4,P6,APRIL,6D,0.35,1
PSU-SGL176-P6-B5,P6,APRIL,6D,-0.02,1
PSU-SGL176-P6-B6,P6,APRIL,6D,0.08,1
PSU-SGL176-P6-B7,P6,APRIL,6D,0.13,2
PSU-SGL176-P6-B8,P6,APRIL,6D,-0.01,1
PSU-SGL176-P6-B9,P6,APRIL,6D,0.56,2
PSU-SGL176-P6-B10,P6,APRIL,6D,0.12,1
PSU-SGL176-P6-B11,P6,APRIL,6D,1.19,1
PSU-SGL176-P6-B12,P6,APRIL,6D,0.98,1
PSU-SGL176-P8-A1,P8,APRIL,2D,4.45,2
PSU-SGL176-P8-A2,P8,APRIL,2D,3.93,4
PSU-SGL176-P8-A3,P8,APRIL,2D,1.54,4
PSU-SGL176-P8-A4,P8,APRIL,2D,1.71,2
PSU-SGL176-P8-A5,P8,APRIL,2D,1.39,3
PSU-SGL176-P8-A6,P8,APRIL,2D,1.06,2
PSU-SGL176-P8-A7,P8,APRIL,2D,1.45,2
PSU-SGL176-P8-A8,P8,APRIL,2D,1.31,2
PSU-SGL176-P8-A9,P8,APRIL,2D,1.26,2
PSU-SGL176-P8-A10,P8,APRIL,2D,2.21,2
PSU-SGL176-P8-A11,P8,APRIL,2D,1.43,3
PSU-SGL176-P8-A12,P8,APRIL,2D,2.82,2
PSU-SGL176-P8-B1,P8,APRIL,2D,1.45,3
PSU-SGL176-P8-B2,P8,APRIL,2D,0.89,2
PSU-SGL176-P8-B3,P8,APRIL,2D,1.72,3
PSU-SGL176-P8-B4,P8,APRIL,2D,4.41,3
PSU-SGL176-P8-B5,P8,APRIL,2D,0.81,1
PSU-SGL176-P8-B6,P8,APRIL,2D,1.16,1
PSU-SGL176-P8-B7,P8,APRIL,2D,0.92,4
PSU-SGL176-P8-B8,P8,APRIL,2D,1.27,3
PSU-SGL176-P8-B9,P8,APRIL,2D,4.05,5
PSU-SGL176-P8-B10,P8,APRIL,2D,0.75,4
PSU-SGL176-P8-B11,P8,APRIL,2D,4.38,
PSU-SGL176-P8-B12,P8,APRIL,2D,4.36,
PSU-SGL176-P9-A1,P9,APRIL,6D,0.04,1
PSU-SGL176-P9-A2,P9,APRIL,6D,0.1,1
PSU-SGL176-P9-A3,P9,APRIL,6D,0.03,1
PSU-SGL176-P9-A4,P9,APRIL,6D,0,2
PSU-SGL176-P9-A5,P9,APRIL,6D,0,1
PSU-SGL176-P9-A6,P9,APRIL,6D,0.09,1
PSU-SGL176-P9-A7,P9,APRIL,6D,0.08,1
PSU-SGL176-P9-A8,P9,APRIL,6D,0.83,1
PSU-SGL176-P9-A9,P9,APRIL,6D,-0.04,1
PSU-SGL176-P9-A10,P9,APRIL,6D,0.65,1
PSU-SGL176-P9-A11,P9,APRIL,6D,0.17,1
PSU-SGL176-P9-A12,P9,APRIL,6D,0.88,1
PSU-SGL176-P9-B1,P9,APRIL,6D,0.04,1
PSU-SGL176-P9-B2,P9,APRIL,6D,0.13,1
PSU-SGL176-P9-B3,P9,APRIL,6D,0.03,1
PSU-SGL176-P9-B4,P9,APRIL,6D,0.36,1
PSU-SGL176-P9-B5,P9,APRIL,6D,0.03,1
PSU-SGL176-P9-B6,P9,APRIL,6D,-0.1,2
PSU-SGL176-P9-B7,P9,APRIL,6D,0.04,1
PSU-SGL176-P9-B8,P9,APRIL,6D,0.04,1
PSU-SGL176-P9-B9,P9,APRIL,6D,0,1
PSU-SGL176-P9-B10,P9,APRIL,6D,-0.12,2
PSU-SGL176-P9-B11,P9,APRIL,6D,0.09,1
PSU-SGL176-P9-B12,P9,APRIL,6D,-0.04,1
PSU-SGL33-P3-A1,P3,MAY,6D,0.09,1
PSU-SGL33-P3-A2,P3,MAY,6D,0.07,1
PSU-SGL33-P3-A3,P3,MAY,6D,0.15,1
PSU-SGL33-P3-A4,P3,MAY,6D,0.04,1
PSU-SGL33-P3-A5,P3,MAY,6D,0.13,1
PSU-SGL33-P3-A6,P3,MAY,6D,0.1,1
PSU-SGL33-P3-A7,P3,MAY,6D,0.19,1
PSU-SGL33-P3-A8,P3,MAY,6D,0.22,1
PSU-SGL33-P3-A9,P3,MAY,6D,0.12,1
PSU-SGL33-P3-A10,P3,MAY,6D,0.07,1
PSU-SGL33-P3-A11,P3,MAY,6D,0.17,1
PSU-SGL33-P3-A12,P3,MAY,6D,0.11,1
PSU-SGL33-P3-B1,P3,MAY,6D,0.65,1
PSU-SGL33-P3-B2,P3,MAY,6D,0.25,1
PSU-SGL33-P3-B3,P3,MAY,6D,0.23,1
PSU-SGL33-P3-B4,P3,MAY,6D,0.12,1
PSU-SGL33-P3-B5,P3,MAY,6D,0.19,1
PSU-SGL33-P3-B6,P3,MAY,6D,0.17,1
PSU-SGL33-P3-B7,P3,MAY,6D,0.23,1
PSU-SGL33-P3-B8,P3,MAY,6D,0.15,1
PSU-SGL33-P3-B9,P3,MAY,6D,0.19,1
PSU-SGL33-P3-B10,P3,MAY,6D,0.16,1
PSU-SGL33-P3-B11,P3,MAY,6D,0.2,1
PSU-SGL33-P3-B12,P3,MAY,6D,0.12,1
PSU-SGL33-P6-A1,P6,MAY,6D,0.34,1
PSU-SGL33-P6-A2,P6,MAY,6D,0.54,1
PSU-SGL33-P6-A3,P6,MAY,6D,0.45,1
PSU-SGL33-P6-A4,P6,MAY,6D,0.24,1
PSU-SGL33-P6-A5,P6,MAY,6D,0.15,1
PSU-SGL33-P6-A6,P6,MAY,6D,0.19,1
PSU-SGL33-P6-A7,P6,MAY,6D,0.12,1
PSU-SGL33-P6-A8,P6,MAY,6D,0.3,1
PSU-SGL33-P6-A9,P6,MAY,6D,0.24,1
PSU-SGL33-P6-A10,P6,MAY,6D,0.19,1
PSU-SGL33-P6-A11,P6,MAY,6D,0.37,1
PSU-SGL33-P6-A12,P6,MAY,6D,0.6,1
PSU-SGL33-P6-B1,P6,MAY,6D,0.17,1
PSU-SGL33-P6-B2,P6,MAY,6D,1.97,1
PSU-SGL33-P6-B3,P6,MAY,6D,1.18,1
PSU-SGL33-P6-B4,P6,MAY,6D,0.62,2
PSU-SGL33-P6-B5,P6,MAY,6D,0.16,1
PSU-SGL33-P6-B6,P6,MAY,6D,0.22,1
PSU-SGL33-P6-B7,P6,MAY,6D,0.26,1
PSU-SGL33-P6-B8,P6,MAY,6D,0.11,1
PSU-SGL33-P6-B9,P6,MAY,6D,0.19,1
PSU-SGL33-P6-B10,P6,MAY,6D,0.11,1
PSU-SGL33-P6-B11,P6,MAY,6D,0.02,1
PSU-SGL33-P6-B12,P6,MAY,6D,0.17,1
PSU-SGL33-P9-A1,P9,MAY,6D,0.11,1
PSU-SGL33-P9-A2,P9,MAY,6D,0.35,1
PSU-SGL33-P9-A3,P9,MAY,6D,2.02,1
PSU-SGL33-P9-A4,P9,MAY,6D,0.43,1
PSU-SGL33-P9-A5,P9,MAY,6D,0.87,1
PSU-SGL33-P9-A6,P9,MAY,6D,0.27,1
PSU-SGL33-P9-A7,P9,MAY,6D,0.33,1
PSU-SGL33-P9-A8,P9,MAY,6D,0.6,1
PSU-SGL33-P9-A9,P9,MAY,6D,0.25,1
PSU-SGL33-P9-A10,P9,MAY,6D,0.11,1
PSU-SGL33-P9-A11,P9,MAY,6D,0.14,1
PSU-SGL33-P9-A12,P9,MAY,6D,1.62,1
PSU-SGL33-P9-B1,P9,MAY,6D,0.16,1
PSU-SGL33-P9-B2,P9,MAY,6D,0.19,1
PSU-SGL33-P9-B3,P9,MAY,6D,0.47,1
PSU-SGL33-P9-B4,P9,MAY,6D,0.38,1
PSU-SGL33-P9-B5,P9,MAY,6D,0.09,1
PSU-SGL33-P9-B6,P9,MAY,6D,0.11,1
PSU-SGL33-P9-B7,P9,MAY,6D,-0.22,1
PSU-SGL33-P9-B8,P9,MAY,6D,1.28,1
PSU-SGL33-P9-B9,P9,MAY,6D,0.21,2
PSU-SGL33-P9-B10,P9,MAY,6D,0.18,1
PSU-SGL33-P9-B11,P9,MAY,6D,0.43,1
PSU-SGL33-P9-B12,P9,MAY,6D,0.34,1
PSU-SGL33-P12-A1,P12,MAY,6D,0.15,1
PSU-SGL33-P12-A2,P12,MAY,6D,0.13,1
PSU-SGL33-P12-A3,P12,MAY,6D,0.22,1
PSU-SGL33-P12-A4,P12,MAY,6D,0.12,1
PSU-SGL33-P12-A5,P12,MAY,6D,0.49,1
PSU-SGL33-P12-A6,P12,MAY,6D,0.17,1
PSU-SGL33-P12-A7,P12,MAY,6D,1.49,1
PSU-SGL33-P12-A8,P12,MAY,6D,0.64,1
PSU-SGL33-P12-A9,P12,MAY,6D,1.03,2
PSU-SGL33-P12-A10,P12,MAY,6D,0.48,1
PSU-SGL33-P12-A11,P12,MAY,6D,0.33,1
PSU-SGL33-P12-A12,P12,MAY,6D,1.51,1
PSU-SGL33-P12-B1,P12,MAY,6D,0.92,1
PSU-SGL33-P12-B2,P12,MAY,6D,0.8,1
PSU-SGL33-P12-B3,P12,MAY,6D,0.14,1
PSU-SGL33-P12-B4,P12,MAY,6D,0.15,1
PSU-SGL33-P12-B5,P12,MAY,6D,0.19,1
PSU-SGL33-P12-B6,P12,MAY,6D,0.57,1
PSU-SGL33-P12-B7,P12,MAY,6D,1,1
PSU-SGL33-P12-B8,P12,MAY,6D,0.88,1
PSU-SGL33-P12-B9,P12,MAY,6D,2.89,1
PSU-SGL33-P12-B10,P12,MAY,6D,0.27,1
PSU-SGL33-P12-B11,P12,MAY,6D,0.21,1
PSU-SGL33-P12-B12,P12,MAY,6D,0.15,1
PSU-SGL103-P3-A1,P3,MAY,6D,0.1,1
PSU-SGL103-P3-A2,P3,MAY,6D,0.06,2
PSU-SGL103-P3-A3,P3,MAY,6D,0.02,1
PSU-SGL103-P3-A4,P3,MAY,6D,0.08,2
PSU-SGL103-P3-A5,P3,MAY,6D,0.3,2
PSU-SGL103-P3-A6,P3,MAY,6D,0.76,2
PSU-SGL103-P3-A7,P3,MAY,6D,0.75,2
PSU-SGL103-P3-A8,P3,MAY,6D,4.35,4
PSU-SGL103-P3-A9,P3,MAY,6D,0.21,1
PSU-SGL103-P3-A10,P3,MAY,6D,1.68,3
PSU-SGL103-P3-A11,P3,MAY,6D,0.09,3
PSU-SGL103-P3-A12,P3,MAY,6D,0.76,3
PSU-SGL103-P3-B1,P3,MAY,6D,0.19,3
PSU-SGL103-P3-B2,P3,MAY,6D,0.17,5
PSU-SGL103-P3-B3,P3,MAY,6D,0.09,3
PSU-SGL103-P3-B4,P3,MAY,6D,0.17,2
PSU-SGL103-P3-B5,P3,MAY,6D,0.08,3
PSU-SGL103-P3-B6,P3,MAY,6D,0.13,3
PSU-SGL103-P3-B7,P3,MAY,6D,0.05,2
PSU-SGL103-P3-B8,P3,MAY,6D,1.23,3
PSU-SGL103-P3-B9,P3,MAY,6D,4.45,3
PSU-SGL103-P3-B10,P3,MAY,6D,0.17,3
PSU-SGL103-P3-B11,P3,MAY,6D,0.39,2
PSU-SGL103-P3-B12,P3,MAY,6D,0.9,2
PSU-SGL103-P6-A1,P6,MAY,6D,4.42,
PSU-SGL103-P6-A2,P6,MAY,6D,3.99,5
PSU-SGL103-P6-A3,P6,MAY,6D,1.76,4
PSU-SGL103-P6-A4,P6,MAY,6D,4.37,
PSU-SGL103-P6-A5,P6,MAY,6D,0.35,3
PSU-SGL103-P6-A6,P6,MAY,6D,2.02,3
PSU-SGL103-P6-A7,P6,MAY,6D,0.12,2
PSU-SGL103-P6-A8,P6,MAY,6D,0.1,3
PSU-SGL103-P6-A9,P6,MAY,6D,0.12,4
PSU-SGL103-P6-A10,P6,MAY,6D,0.13,3
PSU-SGL103-P6-A11,P6,MAY,6D,0.2,1
PSU-SGL103-P6-A12,P6,MAY,6D,3.27,4
PSU-SGL103-P6-B1,P6,MAY,6D,4.4,3
PSU-SGL103-P6-B2,P6,MAY,6D,3.17,5
PSU-SGL103-P6-B3,P6,MAY,6D,4.41,4
PSU-SGL103-P6-B4,P6,MAY,6D,0.14,4
PSU-SGL103-P6-B5,P6,MAY,6D,1.52,3
PSU-SGL103-P6-B6,P6,MAY,6D,3.5,5
PSU-SGL103-P6-B7,P6,MAY,6D,1.52,4
PSU-SGL103-P6-B8,P6,MAY,6D,0.23,4
PSU-SGL103-P6-B9,P6,MAY,6D,0.42,4
PSU-SGL103-P6-B10,P6,MAY,6D,4.37,4
PSU-SGL103-P6-B11,P6,MAY,6D,1.03,3
PSU-SGL103-P6-B12,P6,MAY,6D,4.44,
PSU-SGL103-P9-A1,P9,MAY,6D,0.76,1
PSU-SGL103-P9-A2,P9,MAY,6D,4.37,1
PSU-SGL103-P9-A3,P9,MAY,6D,2.13,2
PSU-SGL103-P9-A4,P9,MAY,6D,4.34,2
PSU-SGL103-P9-A5,P9,MAY,6D,4.33,1
PSU-SGL103-P9-A6,P9,MAY,6D,1.92,1
PSU-SGL103-P9-A7,P9,MAY,6D,2.27,1
PSU-SGL103-P9-A8,P9,MAY,6D,4.37,1
PSU-SGL103-P9-A9,P9,MAY,6D,0.64,1
PSU-SGL103-P9-A10,P9,MAY,6D,0.35,1
PSU-SGL103-P9-A11,P9,MAY,6D,0.9,1
PSU-SGL103-P9-A12,P9,MAY,6D,0.42,1
PSU-SGL103-P9-B1,P9,MAY,6D,1.33,1
PSU-SGL103-P9-B2,P9,MAY,6D,3.22,1
PSU-SGL103-P9-B3,P9,MAY,6D,1.39,1
PSU-SGL103-P9-B4,P9,MAY,6D,4.4,1
PSU-SGL103-P9-B5,P9,MAY,6D,0.93,1
PSU-SGL103-P9-B6,P9,MAY,6D,0.32,1
PSU-SGL103-P9-B7,P9,MAY,6D,1.41,1
PSU-SGL103-P9-B8,P9,MAY,6D,0.23,2
PSU-SGL103-P9-B9,P9,MAY,6D,0.6,1
PSU-SGL103-P9-B10,P9,MAY,6D,1.43,1
PSU-SGL103-P9-B11,P9,MAY,6D,0.21,1
PSU-SGL103-P9-B12,P9,MAY,6D,0.33,1
PSU-SGL176-P3-A1,P3,MAY,6D,2.9,1
PSU-SGL176-P3-A2,P3,MAY,6D,4.29,1
PSU-SGL176-P3-A3,P3,MAY,6D,0.32,1
PSU-SGL176-P3-A4,P3,MAY,6D,0.63,2
PSU-SGL176-P3-A5,P3,MAY,6D,1.2,2
PSU-SGL176-P3-A6,P3,MAY,6D,0.24,1
PSU-SGL176-P3-A7,P3,MAY,6D,0.14,1
PSU-SGL176-P3-A8,P3,MAY,6D,0.25,1
PSU-SGL176-P3-A9,P3,MAY,6D,4.38,
PSU-SGL176-P3-A10,P3,MAY,6D,1.78,1
PSU-SGL176-P3-A11,P3,MAY,6D,4.39,1
PSU-SGL176-P3-A12,P3,MAY,6D,4.3,1
PSU-SGL176-P3-B1,P3,MAY,6D,4.42,1
PSU-SGL176-P3-B2,P3,MAY,6D,1.42,2
PSU-SGL176-P3-B3,P3,MAY,6D,1.26,1
PSU-SGL176-P3-B4,P3,MAY,6D,1.04,1
PSU-SGL176-P3-B5,P3,MAY,6D,0.71,1
PSU-SGL176-P3-B6,P3,MAY,6D,0.21,1
PSU-SGL176-P3-B7,P3,MAY,6D,0.81,2
PSU-SGL176-P3-B8,P3,MAY,6D,1.16,2
PSU-SGL176-P3-B9,P3,MAY,6D,0.46,1
PSU-SGL176-P3-B10,P3,MAY,6D,1.54,3
PSU-SGL176-P3-B11,P3,MAY,6D,0.51,1
PSU-SGL176-P3-B12,P3,MAY,6D,4.35,
PSU-SGL176-P6-A1,P6,MAY,6D,0.25,1
PSU-SGL176-P6-A2,P6,MAY,6D,0.19,1
PSU-SGL176-P6-A3,P6,MAY,6D,0.24,1
PSU-SGL176-P6-A4,P6,MAY,6D,0.14,2
PSU-SGL176-P6-A5,P6,MAY,6D,0.08,1
PSU-SGL176-P6-A6,P6,MAY,6D,0.19,1
PSU-SGL176-P6-A7,P6,MAY,6D,3.72,4
PSU-SGL176-P6-A8,P6,MAY,6D,0.52,1
PSU-SGL176-P6-A9,P6,MAY,6D,0.26,1
PSU-SGL176-P6-A10,P6,MAY,6D,2.45,1
PSU-SGL176-P6-A11,P6,MAY,6D,0.97,1
PSU-SGL176-P6-A12,P6,MAY,6D,4.32,1
PSU-SGL176-P6-B1,P6,MAY,6D,0.21,1
PSU-SGL176-P6-B2,P6,MAY,6D,0.18,1
PSU-SGL176-P6-B3,P6,MAY,6D,0.86,1
PSU-SGL176-P6-B4,P6,MAY,6D,0.26,1
PSU-SGL176-P6-B5,P6,MAY,6D,2.56,2
PSU-SGL176-P6-B6,P6,MAY,6D,0.53,1
PSU-SGL176-P6-B7,P6,MAY,6D,0.32,1
PSU-SGL176-P6-B8,P6,MAY,6D,0.14,1
PSU-SGL176-P6-B9,P6,MAY,6D,0.3,1
PSU-SGL176-P6-B10,P6,MAY,6D,0.46,1
PSU-SGL176-P6-B11,P6,MAY,6D,0.47,1
PSU-SGL176-P6-B12,P6,MAY,6D,0.67,1
PSU-SGL176-P9-A1,P9,MAY,6D,0.47,1
PSU-SGL176-P9-A2,P9,MAY,6D,0.32,1
PSU-SGL176-P9-A3,P9,MAY,6D,0.28,1
PSU-SGL176-P9-A4,P9,MAY,6D,0.4,1
PSU-SGL176-P9-A5,P9,MAY,6D,0.31,1
PSU-SGL176-P9-A6,P9,MAY,6D,0.4,1
PSU-SGL176-P9-A7,P9,MAY,6D,0.75,1
PSU-SGL176-P9-A8,P9,MAY,6D,4.41,1
PSU-SGL176-P9-A9,P9,MAY,6D,0.39,1
PSU-SGL176-P9-A10,P9,MAY,6D,0.48,1
PSU-SGL176-P9-A11,P9,MAY,6D,0.24,1
PSU-SGL176-P9-A12,P9,MAY,6D,4.44,1
PSU-SGL176-P9-B1,P9,MAY,6D,0.35,1
PSU-SGL176-P9-B2,P9,MAY,6D,0.46,1
PSU-SGL176-P9-B3,P9,MAY,6D,0.06,1
PSU-SGL176-P9-B4,P9,MAY,6D,0.99,1
PSU-SGL176-P9-B5,P9,MAY,6D,0.22,2
PSU-SGL176-P9-B6,P9,MAY,6D,0.37,1
PSU-SGL176-P9-B7,P9,MAY,6D,0.16,1
PSU-SGL176-P9-B8,P9,MAY,6D,0.4,1
PSU-SGL176-P9-B9,P9,MAY,6D,2.7,1
PSU-SGL176-P9-B10,P9,MAY,6D,1.25,1
PSU-SGL176-P9-B11,P9,MAY,6D,4.31,1
PSU-SGL176-P9-B12,P9,MAY,6D,1.1,1
PSU-SGL33-P3-A1,P3,JUNE,6D,-0.02,1
PSU-SGL33-P3-A2,P3,JUNE,6D,0.49,1
PSU-SGL33-P3-A3,P3,JUNE,6D,0.69,1
